0.578947	0.526316	-147.226
0.578947	0.578947	-588.237
0.578947	0.631579	-354.443
0.578947	0.684211	195.923
0.578947	0.736842	-286.421
0.578947	0.789474	-903.638
0.578947	0.842105	-112.009
0.578947	0.894737	467.307
0.578947	0.947368	-703.338
0.578947	1	-1138.63
0.631579	0	1133.25
0.631579	0.0526316	1133.61
0.631579	0.105263	1143.96
0.631579	0.157895	1124.21
0.631579	0.210526	1091.7
0.631579	0.263158	1168.36
0.631579	0.315789	1207.74
0.631579	0.368421	1030.52
0.631579	0.421053	1016.25
0.631579	0.473684	1317.08
0.631579	0.526316	1240.05
0.631579	0.578947	799.042
0.631579	0.631579	1032.84
0.631579	0.684211	1583.2
0.631579	0.736842	1100.86
0.631579	0.789474	483.641
0.631579	0.842105	1275.27
0.631579	0.894737	1854.59
0.631579	0.947368	683.94
0.631579	1	248.652
0.684211	0	-1208.88
0.684211	0.0526316	-1208.52
0.684211	0.105263	-1198.17
0.684211	0.157895	-1217.91
0.684211	0.210526	-1250.42
0.684211	0.263158	-1173.77
0.684211	0.315789	-1134.39
0.684211	0.368421	-1311.61
0.684211	0.421053	-1325.88
0.684211	0.473684	-1025.05
0.684211	0.526316	-1102.07
0.684211	0.578947	-1543.08
0.684211	0.631579	-1309.29
0.684211	0.684211	-758.925
0.684211	0.736842	-1241.27
0.684211	0.789474	-1858.49
0.684211	0.842105	-1066.86
0.684211	0.894737	-487.541
0.684211	0.947368	-1658.19
0.684211	1	-2093.47
0.736842	0	404.875
0.736842	0.0526316	405.235
0.736842	0.105263	415.585
0.736842	0.157895	395.838
0.736842	0.210526	363.33
0.736842	0.263158	439.986
0.736842	0.315789	479.362
0.736842	0.368421	302.146
0.736842	0.421053	287.875
0.736842	0.473684	588.702
0.736842	0.526316	511.68
0.736842	0.578947	70.6685
0.736842	0.631579	304.462
0.736842	0.684211	854.828
0.736842	0.736842	372.484
0.736842	0.789474	-244.732
0.736842	0.842105	546.897
0.736842	0.894737	1126.21
0.736842	0.947368	-44.4331
0.736842	1	-479.722
0.789474	0	912.996
0.789474	0.0526316	913.356
0.789474	0.105263	923.706
0.789474	0.157895	903.959
0.789474	0.210526	871.451
0.789474	0.263158	948.107
0.789474	0.315789	987.483
0.789474	0.368421	810.267
0.789474	0.421053	795.996
0.789474	0.473684	1096.82
0.789474	0.526316	1019.8
0.789474	0.578947	578.789
0.789474	0.631579	812.583
0.789474	0.684211	1362.95
0.789474	0.736842	880.605
0.789474	0.789474	263.388
0.789474	0.842105	1055.02
0.789474	0.894737	1634.33
0.789474	0.947368	463.688
0.789474	1	28.3993
0.842105	0	-1626.5
0.842105	0.0526316	-1626.14
0.842105	0.105263	-1615.79
0.842105	0.157895	-1635.54
0.842105	0.210526	-1668.05
0.842105	0.263158	-1591.39
0.842105	0.315789	-1552.02
0.842105	0.368421	-1729.23
0.842105	0.421053	-1743.5
0.842105	0.473684	-1442.68
0.842105	0.526316	-1519.7
0.842105	0.578947	-1960.71
0.842105	0.631579	-1726.92
0.842105	0.684211	-1176.55
0.842105	0.736842	-1658.89
0.842105	0.789474	-2276.11
0.842105	0.842105	-1484.48
0.842105	0.894737	-905.167
0.842105	0.947368	-2075.81
0.842105	1	-2511.1
0.894737	0	1259.28
0.894737	0.0526316	1259.64
0.894737	0.105263	1269.99
0.894737	0.157895	1250.24
0.894737	0.210526	1217.73
0.894737	0.263158	1294.39
0.894737	0.315789	1333.76
0.894737	0.368421	1156.55
0.894737	0.421053	1142.28
0.894737	0.473684	1443.1
0.894737	0.526316	1366.08
0.894737	0.578947	925.07
0.894737	0.631579	1158.86
0.894737	0.684211	1709.23
0.894737	0.736842	1226.89
0.894737	0.789474	609.669
0.894737	0.842105	1401.3
0.894737	0.894737	1980.61
0.894737	0.947368	809.968
0.894737	1	374.68
0.947368	0	223.733
0.947368	0.0526316	224.093
0.947368	0.105263	234.443
0.947368	0.157895	214.696
0.947368	0.210526	182.188
0.947368	0.263158	258.844
0.947368	0.315789	298.22
0.947368	0.368421	121.004
0.947368	0.421053	106.733
0.947368	0.473684	407.56
0.947368	0.526316	330.537
0.947368	0.578947	-110.474
0.947368	0.631579	123.32
0.947368	0.684211	673.686
0.947368	0.736842	191.342
0.947368	0.789474	-425.875
0.947368	0.842105	365.754
0.947368	0.894737	945.07
0.947368	0.947368	-225.575
0.947368	1	-660.864
1	0	-1603.63
1	0.0526316	-1603.27
1	0.105263	-1592.92
1	0.157895	-1612.67
1	0.210526	-1645.18
1	0.263158	-1568.52
1	0.315789	-1529.15
1	0.368421	-1706.36
1	0.421053	-1720.63
1	0.473684	-1419.81
1	0.526316	-1496.83
1	0.578947	-1937.84
1	0.631579	-1704.05
1	0.684211	-1153.68
1	0.736842	-1636.02
1	0.789474	-2253.24
1	0.842105	-1461.61
1	0.894737	-882.296
1	0.947368	-2052.94
1	1	-2488.23
