0	0	4.5
0	0.0526316	4.85949
0	0.105263	15.2095
0	0.157895	-4.53704
0	0.210526	-37.0453
0	0.263158	39.6109
0	0.315789	78.9867
0	0.368421	-98.229
0	0.421053	-112.5
0	0.473684	188.326
0	0.526316	111.304
0	0.578947	-329.707
0	0.631579	-95.9135
0	0.684211	454.453
0	0.736842	-27.8911
0	0.789474	-645.108
0	0.842105	146.521
0	0.894737	725.837
0	0.947368	-444.809
0	1	-880.097
0.0526316	0	84.3985
0.0526316	0.0526316	84.7579
0.0526316	0.105263	95.1079
0.0526316	0.157895	75.3614
0.0526316	0.210526	42.8531
0.0526316	0.263158	119.509
0.0526316	0.315789	158.885
0.0526316	0.368421	-18.3305
0.0526316	0.421053	-32.6017
0.0526316	0.473684	268.225
0.0526316	0.526316	191.203
0.0526316	0.578947	-249.809
0.0526316	0.631579	-16.015
0.0526316	0.684211	534.351
0.0526316	0.736842	52.0074
0.0526316	0.789474	-565.209
0.0526316	0.842105	226.42
0.0526316	0.894737	805.735
0.0526316	0.947368	-364.91
0.0526316	1	-800.199
0.105263	0	-198.593
0.105263	0.0526316	-198.234
0.105263	0.105263	-187.884
0.105263	0.157895	-207.63
0.105263	0.210526	-240.139
0.105263	0.263158	-163.482
0.105263	0.315789	-124.107
0.105263	0.368421	-301.322
0.105263	0.421053	-315.593
0.105263	0.473684	-14.767
0.105263	0.526316	-91.7891
0.105263	0.578947	-532.8
0.105263	0.631579	-299.007
0.105263	0.684211	251.36
0.105263	0.736842	-230.984
0.105263	0.789474	-848.201
0.105263	0.842105	-56.5722
0.105263	0.894737	522.743
0.105263	0.947368	-647.902
0.105263	1	-1083.19
0.157895	0	156.144
0.157895	0.0526316	156.504
0.157895	0.105263	166.854
0.157895	0.157895	147.107
0.157895	0.210526	114.599
0.157895	0.263158	191.255
0.157895	0.315789	230.631
0.157895	0.368421	53.4154
0.157895	0.421053	39.1443
0.157895	0.473684	339.971
0.157895	0.526316	262.949
0.157895	0.578947	-178.063
0.157895	0.631579	55.7309
0.157895	0.684211	606.097
0.157895	0.736842	123.753
0.157895	0.789474	-493.464
0.157895	0.842105	298.166
0.157895	0.894737	877.481
0.157895	0.947368	-293.164
0.157895	1	-728.453
0.210526	0	156.727
0.210526	0.0526316	157.087
0.210526	0.105263	167.437
0.210526	0.157895	147.69
0.210526	0.210526	115.182
0.210526	0.263158	191.838
0.210526	0.315789	231.214
0.210526	0.368421	53.9984
0.210526	0.421053	39.7272
0.210526	0.473684	340.554
0.210526	0.526316	263.532
0.210526	0.578947	-177.48
0.210526	0.631579	56.3139
0.210526	0.684211	606.68
0.210526	0.736842	124.336
0.210526	0.789474	-492.881
0.210526	0.842105	298.749
0.210526	0.894737	878.064
0.210526	0.947368	-292.581
0.210526	1	-727.87
0.263158	0	-484.725
0.263158	0.0526316	-484.366
0.263158	0.105263	-474.016
0.263158	0.157895	-493.763
0.263158	0.210526	-526.271
0.263158	0.263158	-449.615
0.263158	0.315789	-410.239
0.263158	0.368421	-587.454
0.263158	0.421053	-601.726
0.263158	0.473684	-300.899
0.263158	0.526316	-377.921
0.263158	0.578947	-818.932
0.263158	0.631579	-585.139
0.263158	0.684211	-34.7726
0.263158	0.736842	-517.117
0.263158	0.789474	-1134.33
0.263158	0.842105	-342.704
0.263158	0.894737	236.611
0.263158	0.947368	-934.034
0.263158	1	-1369.32
0.315789	0	534.895
0.315789	0.0526316	535.254
0.315789	0.105263	545.604
0.315789	0.157895	525.858
0.315789	0.210526	493.349
0.315789	0.263158	570.005
0.315789	0.315789	609.381
0.315789	0.368421	432.166
0.315789	0.421053	417.894
0.315789	0.473684	718.721
0.315789	0.526316	641.699
0.315789	0.578947	200.688
0.315789	0.631579	434.481
0.315789	0.684211	984.847
0.315789	0.736842	502.504
0.315789	0.789474	-114.713
0.315789	0.842105	676.916
0.315789	0.894737	1256.23
0.315789	0.947368	85.5861
0.315789	1	-349.703
0.368421	0	-88.1406
0.368421	0.0526316	-87.7811
0.368421	0.105263	-77.4311
0.368421	0.157895	-97.1776
0.368421	0.210526	-129.686
0.368421	0.263158	-53.0297
0.368421	0.315789	-13.6539
0.368421	0.368421	-190.87
0.368421	0.421053	-205.141
0.368421	0.473684	95.6857
0.368421	0.526316	18.6637
0.368421	0.578947	-422.348
0.368421	0.631579	-188.554
0.368421	0.684211	361.812
0.368421	0.736842	-120.532
0.368421	0.789474	-737.749
0.368421	0.842105	53.8806
0.368421	0.894737	633.196
0.368421	0.947368	-537.449
0.368421	1	-972.738
0.421053	0	-551.313
0.421053	0.0526316	-550.954
0.421053	0.105263	-540.604
0.421053	0.157895	-560.35
0.421053	0.210526	-592.859
0.421053	0.263158	-516.202
0.421053	0.315789	-476.827
0.421053	0.368421	-654.042
0.421053	0.421053	-668.313
0.421053	0.473684	-367.487
0.421053	0.526316	-444.509
0.421053	0.578947	-885.52
0.421053	0.631579	-651.727
0.421053	0.684211	-101.36
0.421053	0.736842	-583.704
0.421053	0.789474	-1200.92
0.421053	0.842105	-409.292
0.421053	0.894737	170.023
0.421053	0.947368	-1000.62
0.421053	1	-1435.91
0.473684	0	942.365
0.473684	0.0526316	942.724
0.473684	0.105263	953.074
0.473684	0.157895	933.328
0.473684	0.210526	900.819
0.473684	0.263158	977.475
0.473684	0.315789	1016.85
0.473684	0.368421	839.636
0.473684	0.421053	825.364
0.473684	0.473684	1126.19
0.473684	0.526316	1049.17
0.473684	0.578947	608.158
0.473684	0.631579	841.951
0.473684	0.684211	1392.32
0.473684	0.736842	909.974
0.473684	0.789474	292.757
0.473684	0.842105	1084.39
0.473684	0.894737	1663.7
0.473684	0.947368	493.056
0.473684	1	57.7674
0.526316	0	-606
0.526316	0.0526316	-605.64
0.526316	0.105263	-595.29
0.526316	0.157895	-615.037
0.526316	0.210526	-647.545
0.526316	0.263158	-570.889
0.526316	0.315789	-531.513
0.526316	0.368421	-708.729
0.526316	0.421053	-723
0.526316	0.473684	-422.173
0.526316	0.526316	-499.195
0.526316	0.578947	-940.207
0.526316	0.631579	-706.413
0.526316	0.684211	-156.047
0.526316	0.736842	-638.391
0.526316	0.789474	-1255.61
0.526316	0.842105	-463.978
0.526316	0.894737	115.337
0.526316	0.947368	-1055.31
0.526316	1	-1490.6
0.578947	0	-254.03
0.578947	0.0526316	-253.67
0.578947	0.105263	-243.32
0.578947	0.157895	-263.067
0.578947	0.210526	-295.575
0.578947	0.263158	-218.919
0.578947	0.315789	-179.543
0.578947	0.368421	-356.759
0.578947	0.421053	-371.03
0.578947	0.473684	-70.2035
